,10107,11308,11850,12490,14541,14593
20020401,60.38,52.3,43.83,102.86,89.7,24.46
20020402,57.3,52.28,44.38,100.95,90.86,24.07
20020403,56.33,51.74,43.69,99.96,90,23.75
20020404,56.45,52.02,43.15,100.84,87.79,24.9
20020405,55.87,52.18,42.63,97.25,87.14,24.74
20020408,57.22,53,43.24,87.41,88.4,24.56
20020409,54.87,53.35,42.72,87.74,87.29,24.1
20020410,56.3,54.22,43.18,89.01,87.6,24.66
20020411,54.79,53.14,42.4,84.19,86.45,24.86
20020412,55.93,53.36,41.3,85.6,84.1,25.06
20020415,55.69,52.39,41.6,85.35,85.3,25
20020416,57.81,53.88,42.28,86.2,86.6,25.74
20020417,56.63,53.92,42.22,84.81,86.96,26.11
20020418,56.37,53.71,42.46,88.95,87.5,25.41
20020419,57.2,54.91,42.52,89,88,24.98
20020422,55.59,55.3,41.85,87.93,86.65,24.53
20020423,53.99,54.52,41.35,87.33,86.98,24.25
20020424,53.02,54.98,40.3,86.5,85,23.77
20020425,53.73,54.98,40.54,86.71,85.9,24.12
20020426,51.5,54.45,40,84.71,84.6,23.01
20020429,52.24,54.64,39.7,83.89,85.86,23.96
20020430,52.26,55.51,40.17,83.76,86.71,24.27
20020501,52.75,57.62,40.69,84.3,87.99,23.98
20020502,51.21,57.64,40.8,83.86,88.87,23.69
20020503,49.56,56.86,40.59,81.78,89.51,23.51
20020506,48.62,56.59,39.25,76,87,22.65
20020507,49.47,56.65,39.1,76.5,87.67,22.47
20020508,54.97,56.5,40.01,82.45,89.05,24.37
20020509,52.12,56.5,39.36,79.93,88.27,24.19
20020510,50.05,56.36,38.96,79.68,87.95,23.32
20020513,52.69,56.89,40.01,82.19,90.1,23.94
20020514,54.88,56.65,40.58,85.48,89.9,25.61
20020515,54.75,56.69,39.71,84.5,88.05,25.28
20020516,55.74,57.05,40.27,85.45,89,25.21
20020517,56.03,57,40.2,85.69,89.15,25.01
20020520,54.01,56.2,39.59,84.45,88.75,24.74
20020521,52.19,55.46,39.77,83.45,87.83,23.46
20020522,53.69,56.2,40.43,84,89.02,24.32
20020523,54.82,56.69,40.9,84.35,89.6,25.18
20020524,53.26,56.2,40.23,83.1,89.1,24.15
20020528,52.32,54.64,39.84,82.08,88.08,23.98
20020529,52.05,54.15,40.3,81.6,87.9,23.98
20020530,52.64,54.39,39.35,82.25,86.8,24.2
20020531,50.91,55.56,39.93,80.45,87.25,23.3
20020603,49.42,54.03,39.08,78.11,86.52,22.91
20020604,49.98,54,39.23,79.31,86.8,22.78
20020605,51.66,55.4,39.56,80.55,87.15,22.72
20020606,51.9,54.15,39.15,79.66,85.96,22.16
20020607,51.98,54.05,39.42,78.3,87.25,21.4
20020610,52.82,53.73,39.13,76.8,86.35,21.48
20020611,52.57,54,39.03,75.49,86.4,20.46
20020612,55.54,54.48,39.7,74.65,86.75,20.09
20020613,54.22,54.5,39.36,75.6,86.9,19.54
20020614,55.25,54.85,39.15,76.17,86.77,20.1
20020617,55.68,55.25,40.03,77.14,88.7,20.54
20020618,55.99,55.3,39.93,75.94,88.43,20.15
20020619,54.36,55.08,39.37,73.35,86.6,17.12
20020620,54.1,55.72,39.74,71.58,87.33,17.11
20020621,52.28,56,39.25,68.75,87.65,16.85
20020624,54.16,56.95,40,69.7,87.23,17.27
20020625,52.95,55.45,39.6,68.6,86,17.14
20020626,54.13,55.54,39.45,70.05,86.25,16.55
20020627,54.92,56.09,40.25,71.9,87.63,17.06
20020628,54.7,56,40.92,72,88.5,17.72
20020701,52.66,56.35,40.65,67.6,88.6,17.06
20020702,51.44,56.68,40.16,68.58,87.8,16.94
20020703,52.47,56.61,39.91,70.51,86.7,17.55
20020705,54.85,56.47,40.52,73.5,87.9,18.74
20020708,52.92,57.28,40.36,71.3,88.08,18.01
20020709,53.21,56.44,39.8,69.67,86.95,17.53
20020710,52.24,54.7,38.23,68.76,84.87,17.32
20020711,52.91,53.11,37.1,69.41,82.65,18.3
20020712,51.86,51.05,36.53,69.21,82.8,17.5
20020715,51.8,52,35.75,71,80.75,18.23
20020716,51.25,50.37,35.2,69.01,79.38,17.86
20020717,52,50,35.61,70.69,80.3,15.63
20020718,51.11,47.93,34.75,72.05,78.7,14.99
20020719,49.56,45.09,32.4,72,74.5,14.96
20020722,46.31,45.89,30.27,68.5,69.52,14.92
20020723,43.01,44.58,30.92,67.05,66.96,14.47
20020724,46.23,46.85,33.93,69.54,70.6,15.2
20020725,42.83,47.56,33.9,69.35,69.7,14.36
20020726,45.35,47.45,35.09,66.4,70.81,14.34
20020729,48.25,49.43,36.33,71.18,74.38,15.02
20020730,48.1,48.15,35.67,71.79,73,15.43
20020731,47.98,49.94,36.76,70.4,75,15.26
20020801,45.75,49.93,33.65,68.25,70.55,14.8
20020802,44.41,50.1,33.61,67.88,70.8,14.45
20020805,43.99,48.36,32.5,65.99,68.06,13.99
20020806,45.67,47.87,33.4,67.9,70.57,14.74
20020807,47.09,49.01,34.3,69.17,71.95,15.032
20020808,48.91,50.82,36,71.61,74.56,15.3
20020809,48.12,51.1,36.1,71.83,75.55,15
20020812,48.47,50.81,35.73,71.77,75.05,14.99
20020813,47.05,50.26,34.84,71.9,75.3,14.59
20020814,49.71,51.95,36.39,74.92,77.4,15.17
20020815,49.77,51.41,37.14,76.5,77.85,15.61
20020816,50,52.19,36.85,79.35,76.92,15.81
20020819,52,51.7,37.16,82.49,76.87,15.98
20020820,51.04,51.63,36.18,81.27,75.35,15.91
20020821,52.28,52.74,36.44,81,76.85,16.12
20020822,53.23,52.4,37.03,81.99,78.72,15.97
20020823,52.22,52.7,36.15,80.4,78.43,15.73
20020826,52.1,53.01,36.67,79.42,79.07,15.53
20020827,50.84,52.52,36.9,77.96,78.1,14.85
20020828,49.38,51.28,35.62,76.06,77,14.7
20020829,50.58,50.4,35.39,76.62,76.07,14.7
20020830,49.08,51,35.45,75.38,76.63,14.75
20020903,47.02,49.92,33.62,72.35,72.4,14.05
20020904,48.21,50.5,33.82,73.73,73.48,14.48
20020905,45.91,49.35,33.77,72.18,73.19,14.18
20020906,47.82,49.89,34.31,73.2,74.7,14.38
20020909,48.7,50.35,34,74.5,74,14.37
20020910,49.79,50.97,34.79,75.6,75.37,14.33
20020911,48.58,51.1,34.6,74.2,74.38,14.29
20020912,47.15,49.55,33.59,71.87,73.12,14.14
20020913,47.91,49.65,34.08,72.5,73.19,14.17
20020916,47.78,50.68,34.4,72.32,74,14.5
20020917,47.29,48.95,33.07,71.75,71.37,14.8
20020918,47.75,49.3,33.2,69.55,71.24,15.02
20020919,47.2,47.67,32.36,64.8,69.93,14.58
20020920,47.46,47.52,32.87,63.92,70.55,14.87
20020923,45.23,47,32.72,63.37,69.69,14.85
20020924,45.68,47.2,31.95,59.75,68.7,14.64
20020925,46.51,48.49,32.61,63.01,70.17,14.93
20020926,46.2,48.43,34.15,62.02,73.2,14.7
20020927,45.25,48.49,32.82,60.36,70.97,14.72
20020930,43.74,47.96,31.9,58.31,69.25,14.5
20021001,46.23,50.06,33.92,61.17,72.11,14.51
20021002,45.61,49.9,32.65,59.63,71.6,14.17
20021003,44.71,50.62,33.18,60,72.34,14.3
20021004,43.77,50.9,33.06,56.6,70.9,14.03
20021007,44.05,50.13,33.19,56.86,70.5,13.77
20021008,44.99,52.12,32.7,57.05,69.6,13.688
20021009,43.99,51.63,32.83,55.07,68.45,13.599
20021010,46.38,51.46,33.79,57.58,71.3,14.119
20021011,48.87,51.45,34.54,63.92,71.98,14.51
20021014,49.29,52.55,34.93,63.42,72.65,14.77
20021015,52.29,52.48,36.3,68.48,74.33,15.16
20021016,50.41,47.2,35.53,64.9,73.6,14.56
20021017,50.771,45.9,36.3,72.2,74.3,14.11
20021018,53.15,46.39,36,74.25,74.9,14.34
20021021,52.51,48,36,75.55,74.43,14.56
20021022,51.67,47.88,35.18,74.49,71.75,14.7
20021023,53.2,47.94,35.13,74.6,73,14.88
20021024,51.23,46.89,34.67,72.1,73.35,14.69
20021025,52.68,46.97,35.11,74.56,73.23,15.42
20021028,51.95,45.93,34.64,76.56,73.58,15.61
20021029,52.07,46.38,33.23,76.74,70.15,15.44
20021030,53.11,46.85,34.08,78.67,71.4,15.98
20021031,53.47,46.48,33.66,78.94,67.63,16.07
20021101,53,46.83,34.66,80.4,68.85,16.36
20021104,56.1,45.7,34.26,82.5,67.94,16.89
20021105,56.68,46.36,35.58,81.68,69.3,16.9
20021106,57.03,45.4,35.11,81.54,69.16,17.22
20021107,56.01,44.82,34.48,78.95,67.5,16
20021108,55.1,44.52,34.61,77.59,67.5,15.84
20021111,53.86,44.56,33.87,77.29,67.18,15.16
20021112,54.51,44.31,34.04,79.15,67.2,15.64
20021113,55.36,45.23,33.4,79.35,66.5,15.59
20021114,56.99,45.14,34.5,80.72,67.2,16.3
20021115,56.69,45.97,34.85,80.01,67.55,15.95
20021118,55.85,45.92,34.97,79.18,67.8,15.65
20021119,54.86,46.39,35.2,78.37,67.53,15.27
20021120,56.62,46.08,35.24,81.61,68.05,15.53
20021121,57.84,45.76,34.86,84.9,67.6,16.35
20021122,58.22,45.41,34.22,84.43,66.43,16.01
20021125,58.23,45.11,34.6,86.2,67.75,15.97
20021126,56.9,44.8,33.96,85.06,66.28,15.41
20021127,58.08,46.23,34.96,87.7,66.88,15.72
20021129,57.68,45.64,34.8,86.92,67.03,15.5
20021202,57.69,45.2,34.58,87.3,66.66,15.18
20021203,56.71,44.9,34.9,85.21,67.15,15.16
20021204,56.54,45.64,34.77,83.69,67.8,14.97
20021205,55.34,45.03,34.77,83.06,67.95,14.63
20021206,55.47,45.4,35.15,82.32,68.35,14.95
20021209,53.53,45.1,34.51,79.59,67.32,14.75
20021210,54.01,46.5,35.04,80.8,68.45,15.28
20021211,54.66,46.75,35.02,81.44,67.85,15.49
20021212,54.17,45.87,34.88,80.17,67.87,15.19
20021213,52.5,45.85,35.04,80,67.63,14.79
20021216,54.48,45.73,35.86,81.62,68.45,14.85
20021217,54.36,44.92,35.52,80.31,67.9,15.08
20021218,53.53,44.54,35.54,79.13,67.43,14.57
20021219,53.11,44.12,35.15,78.66,66.25,14.2
20021220,53.04,44.08,35.7,79.79,66.65,14.14
20021223,54,44.39,35.75,80.26,66.77,14.49
20021224,53.821,44.23,35.42,79.76,66.65,14.36
20021226,53.39,44.15,35.32,78.5,66.91,14.4
20021227,52.97,43.47,34.64,77.36,65.9,14.06
20021230,52.75,43.51,34.75,76.25,66.65,14.07
20021231,51.7,43.84,34.94,77.5,66.48,14.33
20030102,53.72,44.85,35.47,80.57,67.82,14.8
20030103,53.79,44.74,35.5,81.65,68.34,14.9
20030106,54.77,44.92,36.38,83.59,69.9,14.9
20030107,55.8,44.36,35.15,86,68.45,14.85
20030108,54.24,44.07,35,84.19,68.05,14.55
20030109,55.81,44.53,35.74,87,69.12,14.68
20030110,55.92,45.2,35.24,87.68,68.61,14.72
20030113,56.39,45.76,35.1,87.51,68.18,14.63
20030114,56.97,45.73,35.42,88.58,68.5,14.61
20030115,56.27,44.9,34.93,87.59,68.15,14.43
20030116,55.35,45.67,35.09,86.05,68.32,14.62
20030117,51.46,45.1,34.72,81.3,68.11,14.1
20030121,51.33,44.72,33.92,80.54,66.85,14.02
20030122,51,44.55,33.49,79.7,65.7,13.88
20030123,52.28,43.9,33.41,81.05,64.97,14.17
20030124,49.85,42.83,32.69,78.99,63.54,13.8
20030127,49.17,41.79,31.82,78.42,61.85,14.13
20030128,48.82,41.1,32.66,80.11,62.95,14.58
20030129,49.91,40.55,33.85,80.32,65.3,14.93
20030130,48.24,39.2,33.23,78.3,64.2,14.32
20030131,47.46,40.46,34.15,78.2,64.4,14.36
20030203,48.56,40.15,34.63,78.18,65.65,14.66
20030204,47.32,40.33,34.63,77.09,65.47,14.6
20030205,46.96,40.05,34.13,77.26,65.07,14.45
20030206,47.42,39.91,33.61,77.51,64.65,14.43
20030207,46.58,39.53,33.35,77.1,63.72,14.15
20030210,47.38,40.06,33.61,77.91,64.94,14.35
20030211,46.44,39,33.37,77.39,64.53,14.35
20030212,46.44,39.74,32.7,76.5,63.08,14.39
20030213,46.99,39.98,33.13,75.86,63,14.54
20030214,48.3,40.8,33.44,77.45,63.73,14.67
20030218,24.96,41.1,33.75,79.33,64,15.27
20030219,24.53,40.67,33.78,79.51,64.41,14.85
20030220,24.15,40.05,33.63,79.04,63.5,14.77
20030221,24.61,40.64,34.18,79.95,64.05,15
20030224,24.07,39.82,34,78.56,64.41,14.74
20030225,24.19,40.38,34.14,79.07,64.19,15.02
20030226,23.6,39.72,33.84,77.4,64.08,14.5
20030227,23.58,40.26,33.98,77.28,64.16,14.86
20030228,23.7,40.22,34.02,77.95,64.17,15.01
20030303,23.54,39.21,34.46,77.33,64.54,14.65
20030304,23.07,38.37,34.23,76.7,64.65,14.56
20030305,23.44,37.55,34.92,77.73,65.95,14.62
20030306,23.27,37.55,34.56,77.07,65.38,14.56
20030307,23.56,37.7,34.79,77.9,65.26,14.53
20030310,22.95,37.07,34.35,75.7,63.9,14.37
20030311,22.79,37.66,34.57,75.35,63.74,14.23
20030312,23.39,38.05,34.06,75.18,63.05,14.22
20030313,24.67,39.45,34.49,78.45,63.66,14.72
20030314,24.86,39.9,34.39,79,64.19,14.78
20030317,25.93,40.99,35.05,82.46,64.71,15.01
20030318,26.04,40.97,35.25,82.47,65.63,15
20030319,26.32,41.81,35.59,82,65.83,14.95
20030320,26.25,41.53,35.59,82.2,65.8,14.91
20030321,26.57,42.25,36,84.9,66,15
20030324,25.29,40.91,35.31,82.25,64.98,14.37
20030325,25.49,41,35.67,83.45,66.02,14.55
20030326,25.25,40.73,35.86,81.55,65.8,14.41
20030327,25.04,40.86,35.92,81.45,65.2,14.49
20030328,24.67,40.73,36.03,80.85,65.25,14.57
20030331,24.21,40.48,34.95,78.43,64.65,14.14
20030401,24.35,40.39,35.65,78.73,65.49,14.16
20030402,25.72,41.45,35.7,81.46,65.08,14.6
20030403,25.73,41.2,35.05,81.91,64.4,14.46
20030404,25.09,41.9,35.52,80.79,64.94,14.41
20030407,25.171,41.7,35.05,80.47,64.4,14.49
20030408,25.58,41.85,34.58,80.07,64.2,14.45
20030409,24.57,41.67,34.47,78.71,64.2,14.19
20030410,24.59,41.44,34.68,79.01,64.08,14.37
20030411,24.2,41.43,34.33,78.75,63.56,13.2
20030414,24.75,42.41,34.87,80.07,63.92,13.58
20030415,24.61,42.53,35.05,82.79,64.03,13.39
20030416,24.91,39.9,34.69,82.88,63.5,13.24
20030417,25.5,40.4,35.03,84.26,64.05,13.12
20030421,25.21,40.11,34.87,83.36,64.68,13.14
20030422,25.74,40.41,35.42,85.63,65.16,13.51
20030423,25.72,40,35.34,85.75,64.88,13.58
20030424,25.49,39.91,35.13,85.2,64.08,13.44
20030425,25.21,39.42,34.79,83.88,63.4,13.35
20030428,25.74,40.33,35.41,85.12,63.8,13.86
20030429,25.809,40.83,34.83,85.66,63.2,14.06
20030430,25.56,40.4,35.2,84.9,62.81,14.22
20030501,25.71,40.44,35.48,85.89,63,14.36
20030502,26.13,41,36.04,87.57,65.35,14.45
20030505,25.86,40.53,35.45,86.52,67.18,16.09
20030506,26.38,41.02,35.2,87.51,67.18,17.5
20030507,25.99,43.27,35.41,86.68,66.65,17.65
20030508,25.75,42.88,35.34,86.05,67.34,18
20030509,26.35,43.99,35.47,87.55,67.55,18.3
20030512,26.21,44.3,35.55,89,68.25,18.56
20030513,25.99,44.25,35.53,89.98,68.65,18.67
20030514,25.63,44.25,35.21,88.7,67.82,18.55
20030515,25.79,44.64,35.29,89.9,67.13,18.73
20030516,25.57,43.95,35.45,88.99,67.3,18.8
20030519,24.8,44.11,35.04,86.45,66.31,18.1
20030520,24.63,44.52,35.32,85.77,66.67,17.79
20030521,24.03,44.14,35.79,86.18,67.7,17.85
20030522,24.16,44.53,35.95,86.08,67.45,18.24
20030523,24.22,44.19,35.98,85.26,68.43,18.32
20030527,24.79,44.66,36.71,87.69,70.65,18.88
20030528,24.41,44.16,36.45,87.57,70.61,18.28
20030529,24.4,44.62,35.97,87.36,70.17,18.1
20030530,24.61,45.57,36.4,88.04,70.94,17.95
20030602,24.639,45.8,36.58,87.33,72.08,17.45
20030603,24.88,46.11,36.98,83.82,72.94,17.31
20030604,24.87,46.59,37.4,84.25,73.78,17.6
20030605,24.09,46.78,37.16,81.9,74.27,17.64
20030606,23.67,46.89,37.34,80.05,74.26,17.15
20030609,23.75,46.87,37.46,82,73.61,16.79
20030610,24.68,46.6,37.54,81.71,74.23,17.18
20030611,24.88,46.8,38.2,83.97,75.61,17.45
20030612,24.99,47.45,38.2,83.95,75.62,17.77
20030613,24.65,47.35,37.93,82.75,75.05,17.42
20030616,25.39,48.2,38.31,84.5,74.94,18.27
20030617,25.959,47.2,37.67,84.3,74.31,18.19
20030618,26.07,47,37.34,84.7,74.19,19.12
20030619,26.07,46.12,36.88,84.55,73.73,19.14
20030620,26.33,46.47,36.89,84.92,73.8,19.2
20030623,25.78,46.75,36.94,83.18,73.62,19.06
20030624,25.7,47.17,36.9,83.63,73.81,18.78
20030625,25.26,46.64,36.66,82.49,73.4,19.09
20030626,25.75,46.88,36.7,84.35,73.18,19.29
20030627,25.63,46.51,36.37,83.42,72.38,18.73
20030630,25.64,46.41,35.91,82.5,72.2,19.06
20030701,26.15,46.49,36.18,83.59,72.45,19.09
20030702,26.88,46.38,36.28,84.74,72.65,19.27
20030703,26.5,46.23,36.06,83.95,71.93,19.13
20030707,27.42,44.95,36.05,86.09,73.3,19.87
20030708,27.7,44.22,35.65,86.25,73.47,20.4
20030709,27.47,43.88,35.86,85.47,72.8,19.89
20030710,26.91,44.01,35.5,84.03,72.07,19.58
20030711,27.309,43.91,35.6,84.89,73,19.85
20030714,27.4,44.28,35.3,85.42,72.19,19.9
20030715,27.27,43.99,35.19,86.44,71.36,19.61
20030716,27.52,42.91,34.92,86.74,71.46,19.87
20030717,26.69,44.76,35.2,83.33,71.5,20.9
20030718,26.89,44.9,35.88,83.72,72.74,20.859
20030721,26.04,45,35.38,82.5,72.1,20.61
20030722,26.38,45.09,35.72,81.85,72.55,20.8
20030723,26.45,45.17,35.67,82.3,72.02,20.79
20030724,26,44.52,35.25,81.51,71.8,20.51
20030725,26.89,45.04,35.76,83.55,72.73,21.54
20030728,26.61,44.63,35.75,82.54,72.58,20.99
20030729,26.47,44.86,35.43,81.8,71.8,20.72
20030730,26.23,45.38,35.32,80.96,71.8,20.28
20030731,26.41,44.97,35.58,81.25,72.11,21.08
20030801,26.17,44.75,35.33,81.27,71.05,20.73
20030804,26.18,44.89,35.61,81.13,70.67,21.21
20030805,25.66,44.36,35.35,79.85,70.8,20.38
20030806,25.65,44.1,35.75,79.75,70.88,19.63
20030807,25.71,44.78,36.25,80.69,72.26,19.93
20030808,25.58,44.85,36.52,80.88,72.8,19.64
20030811,25.61,44.62,36.52,81.02,73.2,19.66
20030812,25.73,44.65,36.71,81.51,73.91,19.7
20030813,25.6,44.51,36.5,81.2,73.24,20.18
20030814,25.63,45.06,36.94,81.56,74.24,19.97
20030815,25.54,45.01,36.83,81.79,72.82,19.71
20030818,25.7,44.86,36.92,83.52,72.58,20.34
20030819,26.62,44.3,36.68,83.19,72.1,20.32
20030820,26.45,43.89,36.8,83.05,72.6,21.01
20030821,26.24,43.61,37.05,82.85,72.78,21.68
20030822,26.22,43.28,36.53,82.97,71.81,20.88
20030825,26.5,44.07,36.77,81.96,72.35,20.86
20030826,26.57,44.23,36.83,82.5,72.2,21.05
20030827,26.42,43.96,37.25,82,72.29,21.48
20030828,26.51,43.83,37.55,81.9,73.17,22.19
20030829,26.52,43.52,37.7,82.01,72.87,22.61
20030902,27.26,43.78,37.97,85.76,73.71,22.85
20030903,28.3,43.71,38.08,86.33,73.94,22.95
20030904,28.43,44.5,38.16,87.91,73.7,22.83
20030905,28.38,44.15,37.97,86.95,73.02,22.5
20030908,28.84,44.27,38.47,89.1,74.02,22.74
20030909,28.37,44.35,38.11,89.42,73.42,22.37
20030910,27.55,44.95,38,87.84,72.99,22.18
20030911,27.84,44.48,38,87.92,73.5,22.56
20030912,28.34,43.99,37.73,88.7,72.95,23.1
20030915,28.36,43.5,37.51,88.49,72.75,22.21
20030916,28.9,42.92,37.71,90.29,73,22.36
20030917,28.5,43.01,36.84,90.63,72.27,22.12
20030918,29.5,43.6,37.08,92,72.25,22.88
20030919,29.96,43.18,36.99,93.28,72.36,22.58
20030922,29.07,43.24,36.72,91.39,72.2,22.08
20030923,29.6,43.42,37.06,91.34,72.52,22.43
20030924,28.46,42.99,36.9,89.4,72.33,21.32
20030925,28.24,43.05,37.15,89.41,71.76,20.43
20030926,28.19,43.03,36.78,89.05,71.48,20.69
20030929,28.83,43.07,37.02,89.45,71.7,21.3
20030930,27.8,42.96,36.6,88.33,71.45,20.72
20031001,28.52,43.89,37.35,90.35,73.13,20.79
20031002,28.5,44.25,37.56,90.08,72.8,20.57
20031003,29.08,44.04,37.75,90.64,73.08,21.69
20031006,29.19,44.41,38.09,91.18,73.7,22.29
20031007,29.14,44.66,38.34,91.7,73.98,23.22
20031008,28.82,44.24,38.04,92.66,73.36,23.06
20031009,28.94,43.93,37.95,92.45,73.53,23.45
20031010,28.91,43.83,38.3,92.67,73.8,23.68
20031013,28.78,44.14,38.48,93.2,74.45,24.35
20031014,28.68,44.55,38.74,92.72,74.99,24.55
20031015,29.07,45.1,38.49,92.74,74,24.82
20031016,29.23,45,38.91,89.28,74.23,23.25
20031017,28.93,45.05,38.66,89.23,73.73,22.75
20031020,29.35,45.61,38.62,89,74.31,23.22
20031021,29.353,45.79,38.35,88.93,74.27,23.18
20031022,28.89,45.32,37.35,88.46,73.49,22.76
20031023,28.91,45.52,37.6,88.15,73.81,22.99
20031024,26.61,45.4,37.85,88.42,73.12,22.6
20031027,26.91,45.19,37.74,88.52,72.83,22.6
20031028,27.2,45.38,38,89.9,73.39,23.72
20031029,26.74,45.85,37.81,89.34,73.1,23.69
20031030,26.12,46,36.3,89.12,71.76,23.09
20031031,26.14,46.4,36.58,89.48,74.3,22.89
20031103,26.68,46.68,36.68,89.68,73.93,23.15
20031104,26.07,46.9,36.32,89.14,73.91,22.91
20031105,26.1,46.98,36.03,88.49,73.67,23.03
20031106,26.23,47.02,35.92,89.34,74.15,23.12
20031107,26.1,46.63,35.56,88.26,74.55,22.5
20031110,26.001,46.62,35.76,89.95,73.81,21.9
20031111,25.8,46.52,36.05,89.36,74.15,21.54
20031112,25.98,47.08,36.02,90.69,74.71,22.33
20031113,25.69,46.93,36.26,91.09,75.75,22.42
20031114,25.5,46.69,36,90.25,74.27,21.46
20031117,25.15,46.68,35.6,89.8,73.6,21.13
20031118,25.15,46.5,35.15,88.95,73.54,20.41
20031119,25.35,46.86,35.44,89.4,74.2,20.4199
20031120,25.1,46.45,35.31,88.39,74,20.375
20031121,25.11,46.42,35.34,88.63,73.48,20.28
20031124,25.73,46.42,35.56,89.66,74.02,21.15
20031125,25.4,46.57,35.82,89.43,74.57,20.68
20031126,25.45,46.69,36.28,89.91,75.25,20.72
